Unnamed: 0,광역시/도,시/군/구,관광지명,검색건수,CONTENTID,CONTENTTYPEID,OVERVIEW,SIDOCODE,SIGUNGUCODE,DATA
10,강원특별자치도,강릉시,연곡꾹저구탕,655,133933,39,"연곡 꾹저구탕은 강원도의 전통적인 음식인 꾹저구를 전문으로 하는 한식당이다. 연곡 꾹저구탕은 꾹저구와 수제 고추장을 사용하여 만드는 꾹저구탕과 은어튀김, 감자송편, 메밀전, 해물파전을 메뉴로 한다.",32.0,32001.0,곡 꾹저구 탕 강원도 전통 음식 꾹저구 전문 한식당 곡 꾹저구 탕 꾹저구 수제 고추장 사용 꾹저구 탕 은어 튀김 감자 송편 메밀전 해물파전 메뉴
11,강원특별자치도,강릉시,염전횟집,648,2903492,39,"염전횟집은 강릉시 염전길에 있는 현지인들이 찾는 맛집이다. 망치와 아귀로 매운탕을 끓여내는데 현지인들만 알고 찾아가는 식당이다. 해안가에 있지만 식당도 작고 허름해서 지나가다 들어가기는 어려운 집이나 점심시간이 되면 빼곡하게 차가 주차되어 있는 식당이다. 망치 매운탕이나 아구 매운탕과 같이 먹는 메뉴 중의 하나가 새콤달콤한 회무침이나 물회이다. 오래된 노포여서 나이 든 어르신들이 대기를 마다하지 않고 많이 방문한다. 주변에 염전해변이 바로 있고, 메이플비치 골프 클럽에 가는 길에 있어 골퍼들이 많이 가는 맛집이기도 하다. 주차는 매장 앞에 빈 곳이 있으면 편하게 주차하면 된다.",32.0,32001.0,염전 횟집 강릉시 염전 길 지인 맛집 망치 아귀 매운탕 지인 알 식당 해안가 식당 작고 허름해 점심시간 빼곡 주차 식당 망치 매운탕 아구 매운탕 메뉴 하나 콤 회 물회 노포 나이 어르신 대기 마다 방문 주변 염전 해변 바로 메이플 비치 골프 클럽 길 골퍼 맛집 주차 매장 빈 주차
12,강원특별자치도,강릉시,이모네생선찜,611,2872387,39,"이모네생선찜은 강릉시 강릉 원주대 근처에 있는 생선찜 전문점이다. 조리에 25분이 소요되기 때문에 예약은 필수다. 예약제로 운영하고 있으며, 예약 후 도착하면 바로 음식을 먹을 수 있게 준비한다. 밑반찬은 강하지 않는 양념을 한 것들로 숙주나물, 동치미, 멸치볶음, 마카로니 옥수수와 계절 김치다. 자리를 잡으면 바로 음식을 서빙한다. 주메뉴는 빨간 양념에 먹기 좋게 조린 생선찜이다. 뼈까지 다 먹는 가오리찜도 인기다. 미리 푹 삶아 양념을 한 무가 식욕을 더 당긴다. 공깃밥을 시켜 식사로 즐길 수도 있고, 주류를 시켜 술안주로 즐길 수도 있다. 현지인들이 자주 가는 맛집이다. 주차는 매장 건너편 공영 주차장을 이용하면 된다.",32.0,32001.0,모네 생선 찜 강릉시 강릉 원주대 근처 생선 찜 전문점 조리 소요 필수 제로 운영 도착 바로 음식 준비 밑반찬 양념 숙주나물 동치미 멸치 볶음 마카로니 옥수수 계절 김치 바로 음식 서빙 메뉴 양념 먹기 린 생선 찜 뼈 가오리 찜 인기 미리 푹 양념 무가 식욕 깃밥 식사 수도 주류 술안주 수도 지인 자주 맛집 주차 매장 건너편 공영 주차장
13,강원특별자치도,강릉시,초당버거,558,2876196,39,초당버거는 강릉 현지인들에게도 인기가 많은 수제버거 맛집이다. 깔끔하고 정갈한 인테리어에서 느끼하지 않고 맛있는 수제버거와 음료를 즐길 수 있다. 웨이팅이 있어서 여유롭게 방문하는 것이 좋다.,32.0,32001.0,초당 버거 강릉 지인 인기 수제 버거 맛집 인테리어 버거 음료 웨이팅 방문
14,강원특별자치도,강릉시,제주해인물회,552,2775552,39,"사천물회거리에 위치한 물회 전문 음식점이다. 이 곳의 대표 메뉴는 멍게전복 비빔밥과 멍게전복 물회, 오징어 물회 등이 있다. 특히 멍게비빔밥은 양념 없이 전복, 멍게, 김, 참기름 네 가지만을 넣어 비벼먹는다. 손질한 멍게를 염장한 후 미역과 으깬 무를 이용해 멍게를 숙성시켜 고추장이나 간장 같은 양념 없이 맛을 내는 것이 특징이다. 계절과 재료 수급 상황에 따라 일찍 영업을 종료하거나, 일부 메뉴는 주문이 어려울 수도 있다.",32.0,32001.0,물회 거리 물회 전문 음식점 대표 메뉴 멍게 전복 비빔밥 멍게 전복 물회 오징어 물회 멍게 비빔밥 양념 전복 멍게 김 참기름 네 가지 손질 멍게 염장 미역 무 멍게 숙성 고추장 간장 양념 맛 특징 계절 재료 수급 상황 일찍 영업 종료 거나 일부 메뉴 주문 수도
15,강원특별자치도,강릉시,강문가,552,2905190,39,"강문가는 강릉시 경포대 근처에 있는 해물전문식당이다. 경포대와 가까운 곳이라 강릉 여행을 온 방문객이 많이 방문하는 식당이다. 넓은 전용 주차장을 갖추고 있고, 식당도 깔끔한 인테리어로 100명 이상이 동시에 이용할 수 있는 식당이다. 전복비빔밥, 오징어물회, 강문모듬물회 등의 단품 메뉴도 취급하고 있으나 대부분의 고객은 활어회, 물회, 홍게찜, 꼬막숙회, 미역국으로 구성된 세트 메뉴를 많이 주문한다. 세트 메뉴를 주문한 후, 좀 더 먹고 싶은 메뉴가 있다면 개별적으로 추가할 수도 있다. 30여 년 전통의 특제 소스로 맛을 낸 식당으로 음식 맛도 좋다. ※ 반려동물 동반가능",32.0,32001.0,강문 강릉시 경포대 근처 해물전 식당 경포대 강릉 여행 방문객 방문 식당 주차장 식당 인테리어 이상 동시 식당 전복 비빔밥 오징어 물회 강문모 듬 물회 품 메뉴 취급 대부분 고객 활어회 물회 홍게 찜 꼬막 숙회 미역국 구성 세트 메뉴 주문 세트 메뉴 주문 좀 메뉴 개별 추가 수도 여 년 전통 특제 소스 맛 식당 음식 맛 반려동물 동반 가능
16,강원특별자치도,강릉시,정은숙초당순두부,547,2775515,39,"경포호 근처, 허난설헌 생가 맞은편에 위치한 순두부전문점이다. 대표 메뉴라고 할 수 있는 초당두부밥상은 수육, 초당두부, 가자미식해, 순두부 전골로 구성된 메뉴로 다양한 음식들을 한 번에 맛볼 수 있게 구성되어 있다. 국제요리대회 입상과 강릉특선 음식선정 등 다양한 수상 경력을 자랑하며, 세대를 아우르는 초당두부의 다양한 맛을 만들어내고 있다.",32.0,32001.0,경포호 근처 허난설헌 생가 맞은편 순두부 전문점 대표 메뉴 초당 두부 밥상 수육 초당 두부 가자미 식해 순두부 전골 구성 메뉴 음식 구성 국제 요리 대회 입상 강릉 특선 음식 선정 수상 경력 세대 초당 두부 맛
17,강원특별자치도,강릉시,큰기와집[한식],504,2687673,39,전복해물수제비와 해물파전이 맛있는 곳이다. 대표메뉴는 순두부전골이다. 강원도 강릉시에 있는 한식전문점이다.,32.0,32001.0,전복 물수제비 해물파전 대표 메뉴 순두부 전골 강원도 강릉시 한식 전문점
18,강원특별자치도,강릉시,이츠모라멘,492,2872436,39,"이츠모라멘은 강릉시 초당원길에 있는 정통 일식 라멘집이다. 오래된 한옥을 리모델링해서 꾸민 식당이 정감이 가면서도 편안한 분위기이다. 주메뉴는 정통 일식 라멘이라 돈코츠라멘, 카라이토리 라멘, 츠케면 등이다. 메뉴가 다양하지는 않아도 라멘집에 가서 꼭 먹고 싶은 것들로 구성되어 있다. 본점은 서울 홍대 근처에 있다. 반찬은 김치와 생강 절임이다. 테이블 위에 반찬단지가 있어 덜어 먹을 수 있다. 늘 대기가 있는 식당이라 식당에 도착하면, 예약하고 기다려야한다. 주차는 가게 주변에 몇 대 할 수 있다.",32.0,32001.0,츠 라멘 강릉시 초당 길 정통 일식 라멘 옥 리 모델링 식당 정감 분위기 메뉴 정통 일식 라멘 돈코츠 라멘 카라 토리 라멘 츠케 메뉴 라멘 꼭 구성 본점 홍대 근처 반찬 김치 생강 절임 테이블 반찬 단지 대기 식당 식당 도착 주차 가게 주변 몇
19,강원특별자치도,강릉시,고성생선찜,444,2871151,39,"고성생선찜은 강릉시 성덕포남로에 있는 생선찜 요리 전문점이다. 강원도식 생선찜을 하는 곳으로 특유의 매콤달콤한 양념으로 가오리찜을 하기도 하고, 여러 생선을 모아 생선 모둠찜을 하기도 한다. 생선 모둠찜을 주문하면 코다리, 가오리, 도루묵, 갈치, 가자미 등의 생선과 감자, 무 등을 넣어 조려 나오기 때문에 식사 메뉴로도 좋고 술안주로도 일품이다. 중간 크기를 주문하면 어른 4명이 먹을 수 있을 정도의 푸짐한 양이다. 주차는 건물 뒤쪽으로 전용 주차장이 있어 이용할 수 있다. 피크타임이나 주말에는 방문객이 많아 대기가 있는 편이니 고려해서 방문하는 것이 좋다. 배달 서비스도 이용할 수 있다.",32.0,32001.0,생선 찜 강릉시 성덕 포남로 생선 찜 요리 전문점 강원도 생선 찜 특유 매콤 양념 가오리 찜 생선 생선 모 찜 생선 모 찜 주문 코다리 가오리 도루묵 갈치 가자미 생선 감자 무 조려 식사 메뉴 술안주 일품 중간 크기 주문 어른 짐 양 주차 건물 뒤쪽 주차장 피크타임 주말 방문객 대기 편이 고려 방문 배달 서비스
20,강원특별자치도,강릉시,강릉짬뽕순두부강릉본점,441,2905170,39,"강릉짬뽕순두부(강릉본점)은 강릉시 초당 순두부길 초입에 있는 순두부 전문점이다. 메뉴도 단출하게 짬뽕순두부, 초당순두부, 모두부가 전부이다. 100% 국산콩으로 심층수로 굳혀 매일 아침 두부를 만든다. 짬뽕순두부를 먹는 방법은 음식이 나오면 순두부에 간이 배도록 섞어 준 후, 순두부, 해물, 야채를 반 정도 건져 먹은 후 밥을 말아 먹으면 된다. 반면 초당순두부는 간장 양념을 섞어 밥을 조금씩 말아서 먹으면 된다. 둘 다 소화가 잘되는 음식이라 아침으로 먹으면 소화도 잘되고 든든한 하루가 된다. 주차는 매장 앞에 전용 주차장이 있어 이용이 편리하다.",32.0,32001.0,강릉 짬뽕 순두부 강릉 본점 강릉시 초당 순두부 길 초입 순두부 전문점 메뉴 출하 짬뽕 순두부 초당 순두부 부가 전부 국산 콩 심층수 매일 아침 두부 짬뽕 순두부 방법 음식 순두부 간이 준 순두부 해물 야채 밥 말 반면 초당 순두부 간장 양념 밥 둘 소화 음식 아침 소화도 하루 주차 매장 주차장
21,강원특별자치도,강릉시,포남사골옹심이,428,2874129,39,"포남사골옹심이는 강릉시 남구길에 있는 강원도 토속 음식점이다. 메밀로 피를 만들어 만두를 빚고 감자로만 만든 옹심이를 사골 국물에 끓여내고 있다. 주메뉴는 사골 옹심이 국수, 사골 순 옹심이, 사골 칼국수, 사골 떡만둣국 등이다. 감자로 만든 송편도 판매하고 있어 곁들임 메뉴로 즐길 수 있다. 양도 푸짐하고 토속적인 강원도의 맛을 제대로 내는 식당이라 강원도에 여행을 온 방문객들도 많이 오지만 강릉 현지인들이 많이 찾는 맛집이다. 가격도 합리적이라 더욱 매력적인 식당이다. 주차는 식당 근처에 무료로 운영하는 공영 주차장이 있어 이용이 편리하다.",32.0,32001.0,포남 사골 옹심이 강릉시 남구 길 강원도 토속 음식점 메밀 피 만두 빚 감자 로만 옹심이 사골 국물 메뉴 사골 옹심이 국수 사골 순 옹심이 사골 칼국수 사골 떡 만둣국 감자 송편 메뉴 양도 짐 토속 강원도 맛 제대로 식당 강원도 여행 방문객 오지 강릉 지인 맛집 가격 합리 더욱 매력 식당 주차 식당 근처 운영 공영 주차장
22,강원특별자치도,강릉시,초당비스트로,427,2873113,39,"초당비스트로는 강릉시 초당순두부길에 있는 이탈리안 레스토랑이다. 순두부 밀집 지역에서 유일하게 영업중인 스테이크와 파스타 맛집으로 인기가 많다. 한옥을 개조한 단층 식당으로 미관상 주변 식당과도 잘 어울린다. 식당 내부 역시 한옥 느낌을 잘 살린 서양식 레스토랑으로 천정에 서까래가 보이고 잘 꾸며진 조명과 인테리어가 멋스럽다. 대표 메뉴는 파스타, 스테이크, 해산물 볶음밥 등으로 한옥에 앉아 먹는 맛이 일품이다.  대기가 많은 편이기 때문에 매장 입구에 테이블링을 두어 예약 관리를 하고 있다. 음식이 맛있는데 가격도 합리적인 편이라 관광객은 물론이고 현지인들도 많이 찾는다. 식당 앞에 전용 주차장이 있어 이용이 편리하다.",32.0,32001.0,초당 비스트 강릉시 초당 순두부 길 이탈리안 레스토랑 순두부 밀집 영업 스테이크 파스타 맛집 인기 옥 개조 단층 식당 미관 주변 식당 식당 내부 역시 옥 느낌 양식 레스토랑 천정 서까래 보이 조명 인테리어 멋 대표 메뉴 파스타 스테이크 해산물 볶음밥 옥 맛 일품 대기 이기 매장 테이블 링 관리 음식 가격 합리 편이 관광객 지인 식당 주차장
23,강원특별자치도,강릉시,이만구교동짬뽕[중식],421,2687738,39,다양한 중식요리를 맛볼 수 있는 곳이다. 대표메뉴는 짬뽕이다. 강원도 강릉시에 있는 한식전문점이다.,32.0,32001.0,중식 요리 대표 메뉴 짬뽕 강원도 강릉시 한식 전문점
24,강원특별자치도,강릉시,팔도전복해물뚝배기,416,2774694,39,"강릉 경포대 부근에 위치한 전복요리점이다.  20가지 이상의 재료로 우려낸 육수에 해산물을 가득 담아 끓여낸 뒤, 강릉 초당두부를 얹고 그 위에 살아있는 큼직한 전복 두 마리를 올린 전복 해물뚝배기가 대표 메뉴다.  살아있는 전복은 다른 해산물은 먼저 먹은 뒤 나중에 맛보는 걸 추천한다. 전복 회, 전복 미역국, 전복 해물순두부, 전복죽 등의 전복요리가 있고 그 외에도 순두부 미역국, 오징어순대, 섭국도 판매한다.",32.0,32001.0,강릉 경포대 부근 전복 요리 가지 이상 재료 우려 육수 해산물 가득 강릉 초당 두부 전복 두 마리 전복 해물뚝배기 대표 메뉴 전복 다른 해산물 먼저 나중 걸 추천 전복 회 전복 미역국 전복 해물 순두부 전복죽 전복 요리 순두부 미역국 오징어순대 섭 국도
25,강원특별자치도,강릉시,강릉샌드본점,392,3019876,39,"강릉샌드 본점은 강릉 중앙시장에서 최초로 강릉샌드를 판매하였다. 프랑스 고메버터로 구워낸 쿠키 속에 크림치즈와 수제 솔트카라멜을 풍성하게 채운 샌드를 판매하며, ‘딸기맛 샌드’는 국내에서 강릉샌드 본점과 초당직영점에서 유일하게 판매하고 있다. 딸기맛 샌드의 필링은 필라델피아 크림치즈를 아낌없이 넣어 깊은 맛과 풍미가 가득하며, 커피맛 샌드는 솔트카라멜에 에스프레소를 오랜 기간 연구해 적정량만 넣어서 깔끔한 커피맛이다. 또한, TV 프로그램인 ‘맛있는 녀석들’ 435회(23년 6월 30일 방영)에 출연한 바가 있다.",32.0,32001.0,강릉 샌드 본점 강릉 중앙시장 강릉샌드 프랑스 메 버터 쿠키 크림 치즈 수제 솔트 카라멜 채운 샌드 딸기 맛 샌드 국내 강릉 샌드 본점 초 당직 영점 딸기 맛 샌드 필링 필라델피아 크림 치즈 맛 미가 커피 맛 솔트 카라멜 에스프레소 기간 연구 적 정량 커피 맛 또한 프로그램 녀석 방영 출연 바
