,Unnamed: 0,CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW,DATA
58,58,130152,14,A02,A0206,A02060300,서대문형무소역사관,1,1014,서울특별시 서대문구 통일로 251 ,20100000000000.0,20200000000000.0,126.9555507,37.57435848,6,http://tong.visitkorea.or.kr/cms/resource/27/2590627_image2_1.jpg,문화관광,전시시설,40953,"서대문형무소는 대한제국 말에 일제의 강압으로 감옥이 지어져 80여 년 동안 우리 근·현대사 격동기의 수난과 민족의 한이 서려있는 역사의 현장이자  우리 민족의 항일 독립운동에 대한 일본 제국주의의 대표적인 탄압기관이었다.1908년 10월 21일에 경성감옥이란 이름으로 문을 연 뒤 일제에게 우리의 국권이 빼앗기자 이에 항거하는 민족독립운동이 전국에서 거세게 일어나고 일제는 수많은 우리의  애국지사들을 체포 투옥시켰다. 수용인원이 증가하자 그들은 마포 공덕동에 또 다른 감옥을 지었고, 이 때문에 1912년 9월 3일에 서대문감옥으로 이름이 바뀌었다. 이름의 변화만큼이나 많은 민족수난의 역사를 간직한 채 1992년 8월15일에 현재의 ''서대문독립공원''으로 개원하였다.<br><br><br><br> 현재는 역사성과 보존가치를 생각해 7개 동만을 원형대로 보존하고, 그 중에서 옥사 3개동과 사형장은 사적 제324호로 지정되었다. 서대문구에서는 1995년부터 서대문독립공원 사적지에 대한 성역화사업을 시작하였다. 조국 독립을 위해 일제의 침략에 맞서 싸우다 투옥되어 모진 고문과 탄압을 받고 순국하신 애국 선열들의 넋을 기리고, 후손들에게 우리 선열들의 자주 독립 정신을 일깨워  주는 역사의 산 교육장으로 삼기 위해 새롭게 단장하여  1998년 11월 5일 ''서대문형무소역사관''으로 개관하였다. <br><br><br><br> <br><u>놓치지 말 것</u><br> <br>공간이 주는 묵직한 울림을 설피 스치지 않고 싶다면 서대문형무소역사관 앱 또는 홈페이지에서 해설 가이드, 리플릿 등을 내려받아 미리 확인할 수 있다.&nbsp;서대문형무소의 역사를 소개하는 전시관, 수형 기록 카드가 빼곡한 민족저항실 등을 지나 수감자에게 자행했던 참담한 고문 현장에 다다르면 저 깊은 곳에서부터 숙연함이 차오른다.<br> ",서대문형무소 대한제국 말 일제 강압 감옥 여 년 동안 대사 격동 기 수난 민족 역사 현장 이자 민족 항일 독립운동 대한 일본 제국주의 대표 탄압 기관 경성감옥 이름 문 연 일제 국권 항거 민족 독립운동 전국 거세 일어나고 일제 애국지사 체포 투옥 용인 증가 마포 공덕동 다른 감옥 서대문감옥 이름 이름 변화 민족 수난 역사 간직 채 현재 서대문 독립 공원 개원 현재 역사 성과 보존 가치 생각 개 만 원형 보존 옥사 개 사형 사적 제 호로 지정 서대문구 서대문 독립 공원 사적지 대한 성역 사업 시작 조국 독립 일제 침략 투옥 모진 고문 탄압 순국 애국 선열 넋 기리 후손 선열 자주 독립 정신 역사 산 교육장 단장 서대문형무소 역사관 개관 말 공간 울림 설피 서대문형무소 역사관 앱 해설 가이드 리플릿 미리 확인 서대문형무소 역사 소개 전시관 수형 기록 카드 빼곡 민족 저항 실 지나 수감자 자행 고문 현장 저 숙연 함
59,59,1897833,14,A02,A0206,A02060300,서울상상나라,1,1006,서울특별시 광진구 능동로 216 (능동),20100000000000.0,20200000000000.0,127.0809066,37.54989136,6,http://tong.visitkorea.or.kr/cms/resource/87/2031387_image2_1.jpg,문화관광,전시시설,40242,"서울상상나라는 어린이들이 놀이를 통해 체험하고 배우며 상상력과 창의력을 키울 수 있도록 서울시가 어린이들을 위해 건립한 복합체험문화시설이다. 지하 1층부터 지상 3층까지 총 10개 영역에 100여 점 이상의 체험식 전시물과 함께 미술, 과학, 예술, 요리, 영유아 등 다채로운 문화체험 프로그램을 지원한다. 관람객이 많을 경우 오래 대기하거나 입장이 제한될 수 도 있으므로 가급적 예약 후 방문하는 것이 좋다.",상상나라 어린이 놀이 체험 상상력 창의력 어린이 건립 복합 체험 문화 시설 지하 지상 총 개 영역 여 이상 체험 물 미술 과학 예술 요리 영유 채 문화 체험 프로그램 지원 관람객 경우 입장 제한 방문
60,60,130361,14,A02,A0206,A02060100,서울역사박물관,1,1023,서울특별시 종로구 새문안로 55 서울역사박물관 ,20100000000000.0,20200000000000.0,126.9707772,37.56989816,6,http://tong.visitkorea.or.kr/cms/resource/87/2661487_image2_1.JPG,문화관광,전시시설,38567,"세계도시로 성장한 서울이 어떻게 탄생했으며 어떻게 변해서 오늘에 이르렀는지를 배우고 앞으로 어떻게 바뀔 것인지를 가늠해 보는 곳이 서울역사박물관이다. 서울의 뿌리와 서울 사람의 생활, 현대 서울로의 변화를 보여주는 상설전시와 함께 서울의 역사·문화를 증언하는 다양한 기증유물이 전시되어 있다. 또한 어린이와 가족, 어른들을 위한 각종 체험교실과 문화행사들이 풍성하게 마련되어 있다.",세계 도시 탄생 오늘 렀 인지 가늠 서울역 박물관 뿌리 사람 생활 현대 변화 상 역사 문화 증언 기증 유물 또한 어린이 가족 어른 각종 체험 화행 마련
61,61,2661405,12,A02,A0202,A02020700,선유도공원,1,1020,서울특별시 영등포구 선유로 343 (당산동),20200000000000.0,20200000000000.0,126.9018342,37.54243623,6,http://tong.visitkorea.or.kr/cms/resource/01/2678801_image2_1.jpg,문화관광,도시공원,36570,"과거 정수장 건축구조물을 재활용하여 조성한 국내 최초의 물공원이다. 수질정화원, 수생식물원, 생태숲 등 자연을 즐기기 좋고 한강 전시관과 시간의 정원 등 볼거리와 휴식공간도 잘 가꾸어져 있다. 다양한 공간과 조형물뿐만 아니라 시민들을 위한 다양한 체험 프로그램과 전시도 상시 운영하고 있으니 미리 확인하고 방문하면 좋다.",과거 정수 건축 조물 재활용 조성 국내 물 공원 수질 정화원 수생 식물원 생태 숲 자연 한강 전시관 시간 정원 볼거리 휴식 공간 공간 조형 물 체험 프로그램 상시 운영 미리 확인 방문
62,62,1059877,12,A02,A0202,A02020700,양화한강공원,1,1020,서울특별시 영등포구 노들로 221 한강사업본부 양화안내센터 ,20100000000000.0,20200000000000.0,126.9022732,37.53838671,6,http://tong.visitkorea.or.kr/cms/resource/85/2530785_image2_1.jpg,문화관광,도시공원,36437,"양화한강공원은 여의도 샛강 하구에서 강서구 가양대교까지로 한강남단에 위치하고 있다. 둔치에 넓게 조성된 잔디밭에서 바라보는 탁 트인 전망을 자랑하고 있다. 여의도 샛강 하구에서 가양대교까지 연결된 자전거도로가 있으며, 선유교 아래의 무성하게 우거진 가량의 물억새길을 만날 수 있다. 뿐만 아니라 자전거도로변에는 매년 5월이면 초록 잔디밭을 붉게 물들이며 꽃 피우는 아름다운 장미꽃이 유명하여 친구, 연인이나 가족과 함께 사진 찍기에 좋은 곳이다.",양화 한강 공원 여의도 샛강 강서구 가양대교 한강 남단 조성 잔디밭 탁 전망 여의도 샛강 가양대교 연결 자전거 도로 선유교 아래 무성 가량 물 자전거 도로 변 매년 초록 잔디밭 꽃 장미꽃 친구 연인 가족 사진 찍기
63,63,250252,12,A02,A0202,A02020700,광나루한강공원,1,1002,서울특별시 강동구 선사로 83-66 ,20100000000000.0,20200000000000.0,127.1222584,37.54996987,6,http://tong.visitkorea.or.kr/cms/resource/01/1567801_image2_1.jpg,문화관광,도시공원,36197,"잠실, 뚝섬, 잠원 등 총 12개의 지구로 구성된 한강시민공원은 다양한 문화레포츠 시설과 생태공원 등이 조성되어 있어 연간 4천 만 명 이상이 찾는 대표적인 휴식공원이다.강동대교에서 잠실철교 사이에 있는 광나루 한강공원은 한강 상류로부터 유입된 토사가 퇴적되어 자연스럽게 형성된 모래톱과 대규모 갈대군락지로 자연 그대로의 한강의 모습을 가장 잘 유지하고 있는 곳으로 철새들의 서식처이기도 하다.<br>",잠실 뚝섬 잠 총 개 지구 구성 한강 민공 문화 레 포츠 시설 생태 공원 조성 연간 만 이상 대표 휴식 공원 강동대교 잠실철교 사이 광나루 한강 공원 한강 상류 유입 토사 퇴적 자연 형성 모래톱 대규모 갈대 군락 지로 자연 그대로 한강 모습 가장 유지 철새 서식 처
64,64,2591797,12,A02,A0202,A02020700,고척근린공원,1,1007,서울특별시 구로구 고척로45길 39 (고척동),20200000000000.0,20200000000000.0,126.8533119,37.50662564,6,http://tong.visitkorea.or.kr/cms/resource/94/2591794_image2_1.bmp,문화관광,도시공원,30453,"고척 근린공원은 고척2동에 위치하며 자연적인 야산을 공원으로 조성한 구로구의 대표적인 공원이다. 높은 곳에 생긴 마을이라는 데에서 유래해서 고척이라는 지명을 갖게 되었다고 전해지고 있다. 은행나무와 벽화가 일대에 있어 산책하기에 적합하며, 다양한 운동기구와 편의시설이 설치되어 있다.",고척 린 공원 고척 동 자연 야산 공원 조성 구로구 대표 공원 마을 데 유래 고척 지명 은행나무 벽화 일대 산책 운동 기구 편의 시설 설치
65,65,987720,12,A02,A0203,A02030400,신사동가로수길,1,1001,서울특별시 강남구 신사동 일대 ,20100000000000.0,20200000000000.0,127.0227544,37.52153249,6,http://tong.visitkorea.or.kr/cms/resource/42/2658442_image2_1.jpg,문화관광,테마공원,29779,"3호선 신사역에서 압구정 현대고등학교 앞으로 통하는 은행나무길.‘예술가의 거리’ 라 불리는 신사동 가로수길 주위로는 아기자기한 커피숍과 맛집, 디자이너들의 옷 매장들이 즐비해 있어 이국적인 분위기를 연출한다. 이러한 신사동 가로수길만의 독특한 분위기 덕분에 평일에도 카메라를 들고 여기저기서 사진을 촬영하는 사람들의 모습을 종종 볼 수 있다. 특히 가을에는 낙엽지는 거리를 보러 많은 사람들이 찾아오며, 젊은이들의 입소문을 타고 유명세를 탄 이후 많은 영화의 배경지로 나오기도 했다.",신사역 압구정 현대 은행나무 길 예술가 거리 신사동 가로수길 커피숍 맛집 디자이너 옷 매장 국적 분위기 연출 신사동 가로수길 분위기 덕분 평일 카메라 여기저기 사진 촬영 사람 모습 종종 가을 낙엽 거리 사람 젊은이 입 소문 타고 유명 세 영화 배경 지로
66,66,2743740,12,A02,A0203,A02030400,어린이회관,1,1006,서울특별시 광진구 광나루로 441 (능동),20200000000000.0,20200000000000.0,127.0781903,37.54705275,6,http://tong.visitkorea.or.kr/cms/resource/00/2779000_image2_1.jpg,문화관광,기타문화관광지,29670,"어린이들의 복지 증진과 보육 환경을 조성하는 것을 목적으로 재단법인 육영재단이 설립한 복지 회관이다. 어린이를 위한 다양한 교육, 전시, 문화, 체육 시설들이 갖춰져 있으며 10,000㎡ 규모의 과학관(지하 1층, 지상 4층)과 6500㎡ 넓이의 문화관(지상 2층)으로 나뉘어 다양한 어린이 관련 행사와 체험전이 운영되고 있다. 실내 놀이터를 무료로 이용할 수 있으며 겨울에는 눈썰매장을 개장 운영한다. 1970년 서울 남산에 설립 개관되어 운영되었다가 1975년에 현재의 위치로 이전했다.",어린이 복지 보육 환경 조성하 목적 재단법인 육영재단 설립 복지 회관 어린이 교육 문화 시설 규모 과학관 지하 지상 넓이 화관 지상 어린이 관련 행사 체험 전이 운영 실내 놀이터 겨울 눈썰매장 개장 운영 남산 설립 개관 운영 현재 이전
67,67,126825,12,A02,A0202,A02020700,용마폭포공원,1,1025,서울특별시 중랑구 용마산로 250-12 (면목동),20000000000000.0,20200000000000.0,127.0906495,37.57385264,6,http://tong.visitkorea.or.kr/cms/resource/13/1569213_image2_1.jpg,문화관광,도시공원,29019,"중랑구 지역은 일찍이 경기도 양주군 구리면에 속해 있었다. 중랑구는 현재 중랑천을 경계로 동대문구와 마주보고 있다. 구 안에는 그리 높지는 않으나, 이름이 많이 알려진 봉화산, 용마산, 망우산이 있다. 이 가운데 가장 높은 산은 해발 348m의 용마산이다. 용마산은 아차산의 최고봉으로 면목동 동편에 위치한다. 망우리 공원, 중곡동 간의 산 능선을 따라  이어지는 등산로를 통해 망우리에서 아차산성을 거쳐 어린이대공원 후문까지 이어진다. 용마폭포공원은 바로 용마산 산자락에 들어선 시민휴식공간이다.<br /><br />암반채석으로 생긴 높은 바위절벽을 최대한 이용하여 만든 3개의 인공폭포가 지난 1997년 4월 완공되어 그해 5월 준공식을 가졌다. 주 폭포인 용마폭포는 51.4m이고 용마폭포 좌측에는 21.4m의 청룡폭포가, 우측에는 21m의 백마폭포가 자리하며, 그 밑에 7백 여평의 연못이 설치되어 새로운 용마폭포공원으로 조성되었다. 폭포수의 장관도 멋지거니와 이곳에는 시민광장, 잔디광장이 마련되어 있고 조형전시벽이 설치됨으로써 시민의 휴식공간은 물론 각종 문화행사가 계절별로 다채롭게 펼쳐지고 있다. 구리시와 경계를 이룬 망우리 고개에는 조선 태조 이성계와 관련된 일화가 전해진다.이성계는 조선 창업 후 구리시의 동구릉 자리에서 묘터를 찾고 돌아온다. 잠시 한 고개에 멈춰서서 산천을 돌아보며 근심 걱정을잊었다. 그 고개가 바로 망우리 고개이다.<br>",중랑구 일찍이 양주군 구리면 해 중랑구 현재 중랑천 경계 동대문구 마주 보고 구 이름 봉화산 용마산 망우 산이 가운데 가장 산 해발 용마산 용마산 아차산 최고봉 면목동 망우 리 공원 중곡동 간의 산 능선 등산로 망우 리 아차산성 어린이 공원 후문 폭포 공원 바로 용마산 산 자락 휴식 공간 채석 바위 절벽 최대한 개 인공 폭포 지난 완공 준공 폭포 폭포 폭포 좌측 청룡 폭포 우측 백마 폭포 밑 백 평의 연못 설치 폭포 공원 조성 폭포수 장관 광장 잔디 광장 마련 조형 벽 설치 휴식 공간 각종 문화 행사 계절 별로 다채롭 구리시 경계 망우 리 고개 조선 태조 이성계 관련 일화 이성계 조선 창업 구리시 동구릉 묘터 잠시 고개 서서 산천 근심 걱정 고개 바로 망우 리 고개
68,68,1954333,14,A02,A0206,A02060100,국립한글박물관,1,1021,서울특별시 용산구 서빙고로 139 (용산동6가),20100000000000.0,20200000000000.0,126.9804832,37.5210429,6,http://tong.visitkorea.or.kr/cms/resource/22/1954322_image2_1.jpg,문화관광,전시시설,27613,"국립한글박물관은 한글과 한글문화 가치의 보존, 확산, 재창조를 위해 설립된 공간이다. 한글 문화를 활용한 전시, 교육, 문화행사를 개최하고 한글, 문자, 글꼴 등을 연구, 조사하여 한글의 가치를 발굴하고 그 우수성을 널리 알리기 위해 노력하고 있다. 한국의 대표적 문화유산인 한글의 역사와 가치를 일깨우는 전시와 체험, 배움의 기회를 제공하는 박물관이다. 건축 연면적 1만 1,322㎡로 지하 1층 및 지상 3층 건물과 문화행사·전시·교육 등이 가능한 야외 잔디마당과 쉼터를 갖추고 있다. 1층에는 한글도서관이 마련되었으며, 2층에는 상설전시실과 ㅎ카페 &amp; 문화상품점, 3층에는 기획전시실, 어린이를 위한 한글놀이터, 외국인을 위한 한글배움터 등으로 구성되어 있다.",국립 한글 박물관 한글 한글 문화 가치 보존 확산 재창 설립 공간 한글 문화 활용 교육 문화 행사 개최 한글 문자 글꼴 연구 조사 한글 가치 발굴 우수 널리 노력 한국 대표 문화유산 한글 역사 가치 체험 배움 기회 제공 박물관 건축 면적 지하 지상 건물 문화 행사 교육 야외 잔디 마당 한글 도서관 마련 상 카페 문화 상품 기획전 실 어린이 한글 놀이터 외국인 한글 배움터 구성
69,69,2751348,12,A02,A0202,A02020700,문래근린공원,1,1020,서울특별시 영등포구 문래동3가 61 ,20200000000000.0,20200000000000.0,126.8940524,37.51651688,6,http://tong.visitkorea.or.kr/cms/resource/35/2779835_image2_1.png,문화관광,도시공원,26914,"서울시 영등포구 문래동에 있는 근린공원으로 주변에 문래역 1번 출구와 아파트 단지들이 있다. 공원 내에는 문래동의 유래가 되었던 물레의 조형물이 있으며, 건너편에는 있는 문래예술창작촌이 있다. 1961년 5.16 군사 정변의 발상지인 육군 제6관구 사령부가 주둔했었던 역사가 남아있는 장소로, 공원 동편에는 당시 육군 소장이었던 박정희 前 대통령의 흉상이 있다.",영등포구 문래동 린 공원 주변 문래역 단지 공원 문래동 유래 물레 조형 물이 건너편 문래 예술 창작 군사 정변 발상 지인 육군 제 관구 사령부 주둔 역사 장소 공원 당시 육군 소장 박정희 대통령 흉상
70,70,2724392,12,A02,A0201,A02010600,은평한옥마을,1,1022,서울 은평구 진관동 127-27 ,20200000000000.0,20200000000000.0,126.939203,37.64148649,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,역사유적지,26214,"은평 한옥마을은 북촌, 서촌에 이은 새롭게 만들어지고 있는 한옥 단지이다. 여유로움과 도심 속 전원을 한껏 느낄 수 있다. 국립공원 북한산, 그리고 진관사와 어우러진 역사 문화 마을이다. 은평한옥단지는 개인에게 한옥만을 지을 수 있게 토지를 분양해서 소유주의 취향에 따라 각 한옥마다 모양과 나무색이 달라 보는 즐거움이 있다. 상업시설을 제외한 곳은 대부분 개인의 사유지이기에 내부 관람은 불가하나 소유주의 허락이 있다면 관람이 가능하다. 또한, 산책로와 편의점, 카페 등 편의시설을 갖추고 있어 나들이를 즐기기에 적당하다.",은평 옥 마을 북촌 옥 단지 여유 로움 도심 전원 국립공원 북한 산 진관 역사 문화 마을 은평 옥 단지 개인 옥 토지 분양 소유 주의 취향 각 옥 모양 나무 색 달라 즐거움 상업시설 제외 대부분 개인 사유 이기 내부 관람 소유 주의 허락 관람 또한 산책로 편의점 카페 편의 시설 나들이
71,71,2654601,12,A02,A0202,A02020700,화랑대철도공원,1,1009,서울특별시 노원구 화랑로 608 ,20200000000000.0,20200000000000.0,127.0928645,37.62414405,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,문화관광,도시공원,26012,"화랑대 철도공원은 공릉동 화랑대역 400m 구간에 조성된 불빛 정원원이다. 경춘선숲길 마지막 구간에 위치하며, 서울의 마지막 간이역이던 옛 화랑대역을 공원으로 탈바꿈했다. 실제 운행되었던 기차들이 전시돼 있으며, 불빛정원 개장에 이어 철도와 시간박물관, 기차카페 등을 운영하고 있다. 불빛정원은 화랑대역 400m 구간에 조성돼 있는데, 비밀의 화원, 불빛터널, 음악의 정원, 불빛정원, 하늘빛정원, 생명의 나무, 환상의 기차역, 은하수 정원, 숲속 동화나라, 반딧불 정원 총 10코스의 다양한 야간 경관 조형물로 이루어져 있다.<br>",화랑대 철도 공원 공릉동 화랑대역 구간 조성 불빛 정원 경춘선 숲길 구간 간이역 화랑대역 공원 탈바꿈 실제 운행 기차 불빛 정원 개장 철도 시간 박물관 기차 카페 운영 불빛 정원 화랑대역 구간 조성 비밀 화원 불빛 터널 음악 정원 불빛 정원 하늘빛 정원 생명 나무 환상 기차역 은하수 정원 숲속 동화 반딧불 정원 총 코스 야간 경관 조형 물
72,72,127376,12,A02,A0202,A02020700,천호공원,1,1002,서울특별시 강동구 올림픽로 702 (천호동),20000000000000.0,20200000000000.0,127.1269359,37.54472334,6,http://tong.visitkorea.or.kr/cms/resource/06/1986006_image2_1.jpg,문화관광,도시공원,25948,"강동지역의 대표적 근린공원인 천호공원은 강동구 천호동에 위치한 공원으로 음악분수, 야외무대, 체력단련시설을 갖추고 시민들의 여가생활 및 노년층의 휴식공간으로 각광을 받고 있다. 규모는 작지만, 1998년 개장 이후 인근 주민들의 산책, 운동, 나들이 공간으로 이용되었다. 2007년에는 해공도서관이 들어서 문화공간으로 한단계 수준을 향상시켰고, 최근에는 음악분수, 야외무대 등 주요시설이 오래되고 낡아 주민의 시설 현대화 요구에 따라 음악분수와 야외무대, 각종 체육시설, 편의시설을 재정비하여 쾌적하고 문화가 가득한 공원으로 재조성하였다. 특히, 새로 설치된 음악분수(880㎡)는 음악에 맞추어 워터스크린형, 원형멀티벡터형, 안개형, 시간차형 등 다양한 모양으로 연출되는 아름다운 분수를 감상할 수 있도록 하였다. 이 외에도 윗몸일으키키, 다리운동, 버터플라이 등의 체력단련시설과 족구, 배드민턴, 농구 등의 운동시설 뿐만 아니라 공원 곳곳에 벤치와 육각정, 산책로 등 다양한 편의시설을 개선ㆍ보완하여 주민들에게 보다 많은 사랑을 받고 있다.<br>",강동 대표 린 원인 호공 강동구 천호동 공원 음악분수 야외 무대 시설 여가 생활 노년 휴식 공간 각광 규모 작 개장 주민 산책 운동 나들이 공간 해공 도서관 화공 단계 수준 향상 최근 음악분수 야외 무대 시설 주민 시설 대화 요구 음악분수 야외 무대 각종 시설 편의 시설 재정 문화 공원 재 설치 음악분수 음악 워터 스크린 원형 멀티 벡터 안개 시간 차 모양 연출 분수 감상 윗몸 키 다리 운동 버터플라이 시설 족구 배드민턴 농구 운동 시설 공원 벤치 산책로 편의 시설 개선 보완 주민 사랑
73,73,126519,12,A02,A0201,A02010700,서울암사동유적,1,1002,서울특별시 강동구 올림픽로 875 (암사동),20000000000000.0,20200000000000.0,127.130924,37.56051325,6,http://tong.visitkorea.or.kr/cms/resource/19/204019_image2_1.jpg,역사관광,역사유적지,24662,"지난 1925년 한강대홍수로 처음 유적지가 발견된 이래, 여러 차례의 발굴 과정을 거쳐 1979년 7월 26일, 국가지정문화재로 지정된 암사동 선사주거지는 우리나라에서 발견된 신석기시대 사람들의 최대 집단취락지이다. 전체 넓이 23,600여평의 대지 위에 잔디 및 나무가 우거져 있으며 556평 규모의 2개소의 원시생활전시관, 그리고 야외에 9개의 움집 및 관람객이 직접 들어가서 신석기시대 사람들의 생활상을 직접 볼 수 있는 1개소의 개방형 ""체험움집""이 설치되어 있다. <br /><br />원시생활 전시관의 주요 전시 내용은 6000년 전의 집터 8개, 빗살무늬토기, 석기, 돌도끼 등 신석기시대의 유물 및 선사시대 영상 방영을 위한 50석 규모의 영상실, 신석기시대 사람들의 생활상에 대한 각종 입체모형, 발굴 당시의 현장 축소 모형, 자동 작동 62인치 3D영상 프로젝션TV, 자료검색용 터치스크린 컴퓨터, 직접 실습할 수 있는 불피우기도구, 기념사진촬영을 위한 원시인 모형 등이다. 개방형 ""체험 움집""에는 29평 규모에 창을 손질하고 있는 아버지의 모습, 돌칼로 고기를 써는 어머니의 모습, 물고기를 굽는 아들의 모습, 음식을 먹고 있는 딸의 모습 및 당시 음식물을 보관해 두었던 저장고 시설, 자동감지설명 나레이션이 설치되어 있어 관람객들의 신석기시대 사람들의 생활상에 대한 이해를 돕고 있다. 이 암사동 유적지는 우리 나라에서 가장 잘 정비된 신석기시대의 유적지이며, 특히 출토 유물 중 신석기시대의 가장 대표적인 토기인 빗살무늬토기가 유명하다.<br /><br />* 시대 - 석기시대<br>",지난 한강 대홍수 처음 유적지 발견 차례 발굴 과정 국가 지정 문화재 지정 암사동 선사 주거 우리나라 발견 신석기시대 사람 집단 취락 전체 넓이 평의 대지 잔디 나무 거 규모 개 소의 원시 생활 전시관 야외 개 움집 관람객 직접 신석기시대 사람 생활 직접 개 소의 개방 체험 움집 설치 원시 생활 전시관 주요 내용 전의 집터 개 빗살무늬토기 석기 도끼 신석기시대 유물 선사시대 영상 방영 규모 상실 신석기시대 사람 생활 대한 각종 입체 모형 발굴 당시 현장 축소 모형 자동 작동 인치 영상 프로 젝션 자료검색 터치스크린 컴퓨터 직접 실습 불 도구 기념 사진촬영 원시인 모형 개방 체험 움집 규모 창 손질 아버지 모습 돌칼 고기 어머니 모습 물고기 아들 모습 음식 딸 모습 당시 음식물 보관 저장 시설 자동 감지 설명 나레이션 설치 관람객 신석기시대 사람 생활 대한 이해 암사동 유적 나라 가장 정비 신석기시대 유적지 출토 유물 신석기시대 가장 대표 토기 빗살무늬토기 시대 석기시대
74,74,1916296,14,A02,A0206,A02060100,한성백제박물관,1,1018,서울특별시 송파구 위례성대로 71 (방이동),20100000000000.0,20200000000000.0,127.1206262,37.51526554,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,문화관광,전시시설,24274,"한성백제박물관은 서울특별시 송파구에 위치한 역사 박물관이다. 2천 년 전 백제의 도읍 서울에 남아있던 귀중한 문화유산을 종합적으로 조사․연구․관리한다.  건물 외형은 몽촌토성의 윤곽을 나타내면서도 해양극가 한성백제를 상징하는 배 모양으로 디자인하였으며 주변 환경과 자연스럽게 어울리도록 설계하였다. 내부는 전시공간과 교육공간으로 나누어져 있고, 카페테리아와 전망대 등이 있다.",박물관 송파구 역사 박물관 년 백제 도읍 문화유산 종합 조사 연구 관리 건물 외형 몽촌토성 윤곽 해양 백제 상징 배 모양 디자인 주변 환경 자연 설계 내부 시공간 교육 공간 카페테리아 전망대
75,75,130473,14,A02,A0206,A02060200,백범김구기념관,1,1021,서울특별시 용산구 임정로 26 ,20100000000000.0,20200000000000.0,126.9592623,37.54430926,6,http://tong.visitkorea.or.kr/cms/resource/01/1570401_image2_1.jpg,문화관광,전시시설,23978,"백범김구기념관(白凡金九紀念館, kim koo museum & library)은 세계에서 가장 아름답고 높은 문화를 가진 자주·민주·통일 조국을 건설하기 위하여 일생을 바치신 겨레의 큰 스승 백범 김구 선생 (1876∼1949)의 삶과 사상을 널리 알리고 계승, 발전시키기 위해 건립되어 2002년 10월 22일 개관하였다. 백범김구기념관은 한국 근․현대사 전문 역사박물관[문화관광부 제287호 제1종 박물관(전문)]으로 한국 근․현대사와 함께한 백범 김구 선생의 삶과 사상을 통해 대한민국임시정부의 역사와 한국 근·현대사를 이해하고, 분단된 조국의 자주·민주·통일을 지향하며, 민족의 아름다운 문화를 발전시켜 나가는 겨레의 문화적 삶의 공간이다.",백범김구기념관 세계 가장 문화 자주 민주 통일 조국 건설 일생 겨레 스승 백범 김구 선생 삶 사상 널리 알리 계승 발전 건립 개관 백범김구기념관 한국 대사 전문 역사 박물관 문화 관광부 제 호 제 종 박물관 전문 한국 대사 백범 김구 선생 삶 사상 대한민국 임시정부 역사 한국 대사 이해 분단 조국 자주 민주 통일 지향 민족 문화 발전 겨레 문화 삶 공간
76,76,753972,14,A02,A0206,A02060200,매헌윤봉길의사기념관,1,1015,서울특별시 서초구 매헌로 99 (양재동),20100000000000.0,20200000000000.0,127.0369572,37.47301338,6,http://tong.visitkorea.or.kr/cms/resource/10/755610_image2_1.jpg,문화관광,전시시설,23494,"1988년 12월 1일에 준공된 매헌윤봉길의사 기념관은 대지 6,587㎡(1,996평)에 건평 2,452㎡(743평)으로 지하 1층부터 지상 3층에 이르는 규모를 가지고 있다. 전시물로는 윤봉길의사의 유품과 생애 사진, 훈장 그리고 항일독립운동 관련 사진 등이 전시되어 있다.1992년 4월 29일 상해 의거 제 60주년 기념사업의 일환으로 청동으로 된 높이 9.2m, 윤봉길의사 동상이 건립되었고 제 61주년 기념사업으로 1996년 4월 8일에 윤의사가 사랑한 ''겨레와 인류의 자유, 평등, 평화를 위하여 오늘도 내일도 님의 뜻을 현창(顯彰)하고 숭모하는 것이다. 일생을 아름답게 살고 값있게 죽는 것을 찾는 이는 모름지기 여기에 와서 매헌 윤봉길의사의 삶에서 배우라.'' 는 뜻을 지닌 오석(烏石)으로 된 높이 2.14m의 서석(誓石)을 세워 천추에 전하기 위해서 천추의열 윤봉길의사 숭모비가 기념관 경내에 건립되었다.<br>",준공 윤봉길 의사 기념관 대지 건평 지하 지상 규모 가지 물 윤봉길 의사 유품 생애 사진 훈장 항일 독립운동 관련 사진 상해 의거 제 주년 기념 사업 일환 청동 높이 윤봉길 의사 동상 건립 제 주년 기념 사업 윤의사 사랑 겨레 인류 자유 평등 평화 오늘 내일 님 뜻 창 숭모 일생 살 값 모름지기 여기 헌 윤봉길 의사 삶 배우 뜻 높이 천추 천추 열 윤봉길 의사 숭모 비 기념관 경내 건립
