Unnamed: 0,광역시/도,시/군/구,관광지명,검색건수,CONTENTID,CONTENTTYPEID,OVERVIEW,SIDOCODE,SIGUNGUCODE,DATA
10,강원특별자치도,강릉시,사천해변,1657,125696,12,"사천 해변은 경포대 해변과 연곡 해변 사이에 있는 길이 300m, 18,000㎡의 매우 조용하고 깨끗함을 자랑하는 해변이다. 1975년 7월 1일 개장하였으며, 경포도립공원과 인접해 있어 매년 많은 피서객이 찾고 있다. 해송숲이 넓게 우거져 있고 깨끗한 백사장과 얕은 수심으로 조용하게 피서를 즐기기 좋은 곳이다. 소나무 숲에서 풍겨 나오는 향긋한 냄새와 시원한 그늘은 깊은 추억을 만들기에 더욱 좋다.안목해변 근처에 위치한 해변으로 여기는 사람들이 많이 몰리지 않아서 한적하고 조용한 바닷가로 이곳의 바다 색깔은 보석 에메랄드 빛을 띠고 있어 마치 외국의 어느 해안가에 와 있는 듯한 인상을 준다. 경포대가 젊은 연인들이 찾는 곳이라면 근처의 사천해수욕장은 물이 맑고 파도가 잔잔해서 스쿠버다이버, 낚시꾼, 가족단위 관광객이 찾는 곳이다. 계절별로 바다가 다른 색으로 옷을 바꿔 입기 때문에 사계절이 바뀔 때마다 계절을 만끽하러 오는 사람들이 많다. 또한 오토캠핑을 하기에 좋은 환경을 가지고 있어 사천해변은 오토캠핑 마니아들에게 천국처럼 여겨지는 곳이다. 오토 캠핑장은 향긋한 소나무 내음을 실컷 맡을 수 있는 안락한 캠핑장이다.",32,32001,사천 해변 경포대 해변 곡 해변 사이 길이 해변 개장 경포 도립 공원 매년 피 객 해송 숲 거 사장 수심 피 소나무 숲 냄새 그늘 추억 만들기 더욱 안목 해변 근처 해변 사람 몰리 바닷가 바다 색깔 보석 에메랄드 빛 띠 마치 외국 해안가 듯 인상 경포대 연인 라면 근처 해수욕장 물이 파도 스쿠버다이버 낚시꾼 가족 단위 관광객 계절 별로 바다 다른 색 옷 사계절 계절 만끽 사람 또한 오토 캠핑 환경 가지 해변 오토 캠핑 마니아 천국 오토 캠핑장 소나무 음 실컷 캠핑장
11,강원특별자치도,강릉시,영진해변,1541,128728,12,영진 해수욕장은 조용하고 깨끗하여 가족단위로 피서를 즐기기에 가장 좋은 곳으로서 바다 냄새가 물신 풍기는 조그마한 어촌 마을이다. 완만한 항구 바로 옆에 위치해 있어 피서철에 외지 피서객이 많이 방문한다.60여 가구 어민이 35척의 어선으로 2월부터 10월 사이에 가자미와 조개를 많이 잡는다. 영진항은 좋은 물고기들이 많이 잡히는 곳으로 유명해 배낚시를 즐기는 동호인들을 많이 볼 수 있다. 삼 년에 한 번씩 지내는 풍어제는 관광객들에게 색다른 경험이 될 수 있다.,32,32001,영진 해수욕장 가족 위로 피 가장 바다 냄새 어촌 마을 완만 항구 바로 피 철 외지 피 객 방문 여 가구 어민 척 어선 사이 가자미 조개 영진항 물고기 배 낚시 호인 삼 년 풍어제 관광객 경험
12,강원특별자치도,강릉시,정동심곡바다부채길,1500,2494745,28,"정동심곡바다부채길의 '정동'은 임금이 거처하는 한양에서 정방향으로 동쪽에 있다는 뜻에서 유래했으며, '심곡'은 깊은 골짜기 안에 있는 마을이란 뜻에서 유래되었다. 정동진의 ‘부채끝’ 지형과 탐방로가 위치한 지형의 모양이 바다를 향해 부채를 펼쳐 놓은 모양과 같아서 “정동심곡바다부채길”로 지명이 선정되었다. 천연기념물로 지정된 곳이며, 동해 탄생의 비밀을 간직한 200~250만년 전 지각변동을 관찰할 수 있는 국내 유일의 해안단구이다. 정동진 썬크루주차장 ~ 심곡항 사이 약 2.86㎞ 탐방로가 조성되어 동해바다의 푸른 물결과 웅장한 기암괴석에서 오는 비경의 아름다움을 감상할 수 있으며 그동안 해안경비를 위해 군 경계근무 정찰로로만 이용되어 온 곳으로 천혜의 비경을 선사한다.",32,32001,정동 심곡 바다 부채 길 정동 임금 거처 한양 방향 뜻 유래 심곡 골짜기 마을 뜻 유래 정동진 부채 지형 탐방 지형 모양 바다 부채 모양 정동 심곡 바다 부채 길 지명 선정 천연기념물 지정 동해 탄생 비밀 간직 변동 관찰 국내 유일 해안 단구 정동진 크루 주차장 심곡항 사이 탐방 조성 동해 바다 푸른 물결 웅장 괴석 비경 움 감상 그동안 해안 경비 군 경계 근무 정찰 로만 천혜 비경 선사
13,강원특별자치도,강릉시,경포아쿠아리움,1465,2687981,12,"바다와 호수가 만나는 동해안 대표 석호 경포호와 생태 관광의 명소 경포 가시연 습지를 끼고있는 경포아쿠아리움은 경포호의 특수한 생태 환경을 보여주는 매력적이 곳이다. 경포호에 서식하는 대형어류와, 경포 앞바다에서 만날 수 있는 다양한 어종들이 있다. 특히 아쿠아리움의 마스코트이자 자랑인 수달은 많은 인기를 받고 있다. 맨손으로 물고기를 잡아 보는 체험과 아름다운 공원에서 배를 타는 체험을 진행하고 있다.",32,32001,바다 호수 동해안 대표 석호 경포호 생태 관광 명소 경포 가시연 습지 경포 아쿠아리움 경포호 생태 환경 매력 경포호 서식 대형 어류 경포 앞바다 어종들 아쿠아리움 마스코트 이자 수달 인기 맨손 물고기 체험 공원 배 체험 진행
14,강원특별자치도,강릉시,사근진해변,1404,128727,12,"안현동에 있으며 길이 600m, 24,000㎡의 백사장이 있는 간이 해변으로 경포해변과 붙어 있다. ‘사근진’이란 이름은 옛날 삼남지방에서 사기를 팔러 왔던 사람이 이곳에 눌러앉아 생활하면서 조그마한 배 한 척으로 고기도 잡고 사기도 팔았다 하여 ‘사기장사가 살던 나루’라는 뜻에서 붙여진 이름이다. 주변에는 깨끗이 정비된 민박집이 여러 곳 있으며, 탈의장, 급수대, 파라솔 등의 편의시설이 있다. 사근진해변은 경포해변과 붙어 있으며 넓은 백사장과 소나무 숲이 아름다운 자연경관을 이루고 있다. 사근진해변은 경포해변과 맞닿아 있어 편하게 이용할 수 있다. 사근진해변은 푸르고 맑은 바다와 주변에 깨끗한 숙박시설이 관광객의 발걸음을 이끌고 있다.",32,32001,현동 길이 백사 간이 해변 경포 해변 진 이란 이름 옛날 삼남 지방 사기 사람 생활 배 척 고기 잡고 사기 장사 나루 뜻 이름 주변 정비 민박 탈의 급수 파라솔 편의 시설 진 해변 경포 해변 사장 소나무 숲 자연 경관 진 해변 경포 해변 진 해변 맑은 바다 주변 숙박시설 관광객 발걸음
15,강원특별자치도,강릉시,모래시계공원,1231,128721,12,"모래시계공원은 동해 바다와 산, 정동진 2리 마을을 배경으로 아담하게 꾸며져 있다. 한가운데에는 모래시계가 있고, 그 주위에는 소나무가 있다. 그리고 바다 쪽으로는 벤치가 자리잡고 있다. 모래시계공원 바로 앞은 정동진해수욕장과 이어져 있다. 모래시계는 해시계나 물시계처럼 현재시각을 알려주는 시계는 아니고, 중력에 의해 떨어지는 모래의 부피에 의해 시간의 경과를 재는 장치다. 그래서 모래시계는 4시간, 2시간, 1시간, 30분짜리 또 배의 속력을 측정하기 위한 28초,14초 짜리 등도 있는데 이러한 것 19세기경까지 널리 사용되었으며 오늘날에는 달걀을 삶는 시간을 재는데 쓰는 3분 짜리도 있다. 이런 모래시계는 일반적으로 8세기 경 프랑스의 성직자 리우트프랑이 고안한 것이라고 한다.정동진 모래시계공원은 1999년 강릉시와 삼성전자가 새로운 천년을 기념하기 위해 총사업비 12억 8천만원을 들여 조성했다. 모래시계공원 안의 모래시계는 지름 8.06m, 폭 3.20m, 무게 40톤, 모래무게 8톤으로 세계 최대의 모래시계이며, 시계 속에 있는 모래가 모두 아래로 떨어지는데 걸리는 시간은 꼭 1년이 걸린다. 그러면 다음 해 1월1일 0시에 반바퀴 돌려 위 아래를 바꿔 새롭게 시작하게 된다. 정동진 모래시계는 허리가 잘록한 호리병박 모양의 유리그릇이 아니고 둥근 모양인 것은 시간의 무한성을 상징하기 위함이다. 또 둥근 것은 동해바다에서 떠오르는 태양을 상징하고, 평행선의 기차레일(길이 32미터)은 영원한 시간의 흐름을 의미한다.흘러내리는 모래와 쌓이는 모래는 미래와 과거의 단절성이 아닌 영속성을 갖는 시간임을 알린다. 또 주위에 있는 12지상은 하루의 시간을 알려 주기 위함이다. 12지상은 간지에서 12지지를 말하는데 간지는 하늘과 땅의 우주원리를 방위와 시간에 응용했다.12지지는 쥐(子), 소(丑),호랑이(寅),토끼(卯),용(辰),뱀(巳),말(午),양(未),원숭이(申),닭(酉),개(戌),,돼지(亥)등 12짐승을 각각 나타낸다. 또한 시간에는 자시는 23시~01시, 축시는  01~03, 인시는 03~05시, 묘시는 05시~07시, 진시는 07시~09시, 사시는 09시~11시, 오시는 11시~13시,미시는 13시~15시, 신시는 15~17시, 유시는 17시~19시, 술시는 19시~21시, 해시는 21시~23시를 가리킨다.이렇게 우리의 전통적인 시간은 2시간 단위로 시각을 알렸다.농경사회에서의 시간의 단위는 오늘날처럼 분, 초의 단위로 세분화된 것이 아니어서 여유있는 시간의 단위를 사용한 것이다. 모래시계를 세운 정동진은 서울 광화문 앞에 있는 도로원표석을 깃점으로 정동쪽에 있는 고을이다.그래서 하지 때는 한반도 제일 동쪽으로 해가 뜨는 고을이다.",32,32001,모래시계 공원 동해 바다 산 정동진 리 마을 배경 한가운데 모래시계 소나무 바다 쪽 벤치 잡고 모래시계 공원 바로 정동진 해수욕장 모래시계 해시계 물시계 현재 시각 시계 중력 모래 부피 시간 경과 재는 장치 모래시계 배 속력 측정 세기 경 널리 사용 오늘날 달걀 시간 리도 모래시계 세기 경 프랑스 성직자 리우 트 프랑 고안 정동진 모래시계 공원 강릉시 전자 천년 기념 사업 비 조성 모래시계 공원 모래시계 지름 폭 무게 톤 모래 무게 톤 세계 모래시계 시계 모래 아래 시간 꼭 다음 해 바퀴 아래 시작 정동진 모래시계 허리 호리병박 모양 유리 그릇 모양 시간 무한 상징 위함 동해 바다 태양 상징 평행선 기차 레일 길이 미터 시간 흐름 의미 모래 모래 미래 과거 단절 영속성 시간 임 지상 하루 시간 주기 위함 지상 간지 지지 말 간지 하늘 땅 우주 원리 방위 시간 응용 쥐 소 호랑이 토끼 뱀 말 양 원숭이 닭 개 돼지 짐승 각각 또한 시간 축시 인시 묘시 진시 사시 오시 미시 신시 유시 술시 해시 전통 시간 단위 시각 농경 사회 시간 단위 오늘날 분 초 단위 세분 여유 시간 단위 사용 모래시계 세운 정동진 광화문 도로원표 깃점 고을 한반도 제일 해 고을
16,강원특별자치도,강릉시,남항진해변,1206,125691,12,"남향진은 길이 600m, 2만 4천㎡의 백사장이 있는 간이해수욕장이고 강릉시 동쪽 남대천 하구의 섬석천이 바다와 만나는 곳에 위치한 포구이다. 옛날에 송정에서 한송사(寒松寺)로 가는 남쪽 길목에 있는 나루라는 뜻에서, 그런 지명이 붙었다. 해수욕장 주변에는 횟집과 막국수, 가자미 정식 등 먹거리를 즐길 수 있는 식당이 많으며 주차장도 넓어서 주차하기도 좋다. 주변에는 울창한 소나무숲과 깨끗이 정비된 민박집이 있어서 조용하게 며칠쯤 쉬어가기에 적당하며 맑고 푸른색의 바다로 관광객들의 마음을 사로잡기로 유명하다.남항진 해변에는 해변을 찾은 나그네가 쉬어갈 수 있도록 그네를 만들어 놓았는데 바닷가를 찾은 사람들은 이 그네에 앉아 사진을 찍고 싶어한다. 요즘 캠핑인구가 늘면서 남항진에도 캠핑을 할 수 있는 솔밭이 생겼고 방파제를 하나 두고 커피거리로 유명한 강릉항이 있다. 주변에는 요즘 유행하는 하우스 웨딩과 호텔급 컨벤션홀이 생겨 명소로 거듭나고 있다.",32,32001,남향 진 길이 백사 간이 해수욕장 강릉시 남대천 섬 석천 바다 포구 옛날 송정 송사 길목 나루 뜻 지명 해수욕장 주변 횟집 막국수 가자미 정식 먹거리 식당 주차장 주차 주변 울창 나무숲 정비 민박 며칠 푸른색 바다로 관광객 마음 남항 진 해변 해변 나그네 그네 바닷가 사람 그네 사진 요즘 캠핑 구가 남항 진 캠핑 솔밭 방파제 하나 커피 거리 강릉항 주변 요즘 유행 하우스 웨딩 호텔 컨벤션 홀 명소 거듭
17,강원특별자치도,강릉시,강남축구공원,1007,2776846,12,"강릉 지역 주민들의 건강 증진과 생활 체육 활성화 등의 스포츠 복지를 실현하고 축구의 고장인 강릉에서 전국 규모의 축구 대회를 유치하는 등의 목적으로 세워진 체육 시설이다.  「강릉시 문화 체육 시설 관리 및 운영 조례」에 따라 운영되고 있으며, 최신 시설을 갖추고 있다. 시민 누구나 편리하게 이용할 수 있다.  강남축구공원 내 스쿼시장과 볼링장도 있다.  축구장[인조 잔디]은 유료 이용이고, 사용일 7일 전에 강릉시 체육 시설 관리사무소에 사용신청서를 제출해야 한다. 풋살장, 족구장, 농구장은 무료로 이용할 수 있고 강남축구공원 관리사무실에 사용신청서만 제출하면 된다.",32,32001,강릉 주민 건강 생활 활성화 스포츠 복지 실현 축구 고장 강릉 전국 규모 축구 대회 목적 시설 강릉시 문화 시설 관리 운영 조례 운영 최신 시설 누구 강남 축구공 스쿼시 볼링장 축구장 인조 잔디 유료 사용 강릉시 시설 관리 사무소 사용 신청서 제출 풋살 족구 농구장 강남 축구공 관리 사무실 사용 신청서 제출
18,강원특별자치도,강릉시,원더스카이,998,2930131,12,"원더스카이는 강릉 경포대 강문해수욕장과 초당마을 입구 사거리에 있는 테마 파크이다. 커피커퍼박물관 바로 옆에 있는 이곳은 어린이를 위한 종합 실내 놀이공원으로 1,2층은 130cm 미만의 어린이들이 이용할 수 있도록 되어 있고, 3.5층은 120cm 이상의 어린이와 청소년을 기준으로 성인들까지 이용할 수 있는 어트렉션존으로 되어 있다. 어린이들이 좋아할 만한 미끄럼틀,짐볼,블록놀이등부터 짚라인과 공중흔들다리같은 어드벤처 시설까지 한 곳에 망라되어 있다. 놀이시설 외에 키즈카페와 전망좋은 식음공간도 마련되어 있다.",32,32001,원더 스카이 강릉 경포대 강문 해수욕장 초당 마을 사거리 테마 파크 커피 박물관 바로 어린이 종합 실내 놀이 공원 미만 어린이 이상 어린이 청소년 기준 성인 어트렉션존 어린이 만 미끄럼틀 짐볼 블록 짚라인 공중 어드벤처 시설 망라 놀이 시설 키즈 카페 전망 식음 공간 마련
19,강원특별자치도,강릉시,정동진레일바이크,831,2396259,28,"정동진레일바이크는 강원도 여행의 백미로 손꼽히며 많은 관광객이 찾고 있는 레저스포츠이다. 정동진레일바이크는 정동진역을 출발해 전 구간 시원한 바닷바람을 느끼며 바다 경치를 즐길 수 있도록 운행되며 커플 또는 가족 관광객들에게 특별한 추억을 만들어준다. 2인승 레일바이크는 다정한 친구와 연인 등 둘이서 즐기기에 좋다. 전동 운행이 가능하기 때문에 남녀노소 누구나 편리하게 이용할 수 있다. 또한 레일바이크를 좀 더 빠르게 즐기고 싶다면 페달을 밟아 속도를 올릴 수 있으며, 언덕구간에서는 전동레버작동과 함께 페달을 밟으면 원활하게 통과할 수 있다.  4인승 레일바이크는 4인 가족끼리, 친구들과 단체로 단란하게 즐기기에 좋다. 레일바이크에 차향과 페달이 모두 있으며, 1km 구간은 약간의 오르막으로 힘 있게 페달을 밟아 올라가야 한다.",32,32001,정동진 레일바이크 강원도 여행 백미 관광객 레저 스포츠 정동진 레일바이크 정동진역 출발 구간 바 바람 바다 경치 운행 커플 가족 관광객 추억 만 인승 레일바이크 친구 연인 둘이서 전동 운행 누구 또한 레일바이크 좀 페달 속도 언덕 구간 레버 작동 페달 통과 인승 레일바이크 인 가족 끼리 친구 단란 레일바이크 차향 페달 구간 약간 오르막 힘 페달
